Filename,Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId
00331_00001.ppm,157,166,13,14,143,152,15
00331_00002.ppm,110,121,9,10,101,111,15
00675_00000.ppm,124,132,10,11,113,121,15
00675_00001.ppm,134,143,11,12,123,131,15
00675_00002.ppm,116,118,10,10,105,107,15
00709_00000.ppm,218,238,18,20,199,218,15
00709_00001.ppm,178,190,15,16,162,174,15
00709_00002.ppm,195,211,16,18,179,192,15
00230_00000.ppm,115,122,10,10,104,112,16
00230_00001.ppm,74,79,6,7,67,71,16
00230_00002.ppm,91,94,8,8,83,85,16
00332_00000.ppm,96,98,8,8,88,89,16
00332_00001.ppm,118,128,10,11,107,116,16
00332_00002.ppm,133,139,11,12,122,127,16
00444_00000.ppm,153,163,13,14,140,148,16
00444_00001.ppm,57,60,5,5,52,55,16
00444_00002.ppm,52,54,5,5,46,49,16
00002_00000.ppm,81,84,7,7,74,77,17
00002_00001.ppm,97,99,8,8,89,91,17
00002_00002.ppm,191,74,16,6,175,67,17
00017_00000.ppm,99,108,8,9,91,98,17
00017_00001.ppm,72,76,6,6,65,69,17
00017_00002.ppm,58,62,5,5,52,57,17
00023_00000.ppm,56,56,5,5,50,51,17
00023_00001.ppm,80,83,7,7,73,76,17
00023_00002.ppm,144,64,12,5,131,59,17
00132_00000_17.ppm,104,118,9,10,95,107,17
00132_00001_17.ppm,123,140,10,12,112,128,17
00132_00002_17.ppm,148,171,12,14,136,156,17
00148_00000.ppm,95,112,8,9,87,103,17
00148_00001.ppm,57,62,5,5,51,56,17
00148_00002.ppm,47,48,5,5,42,43,17
00156_00000.ppm,56,55,5,5,51,50,17
00156_00001.ppm,133,132,11,11,121,120,17
00156_00002.ppm,41,41,5,5,35,35,17
00188_00000.ppm,145,135,12,11,133,123,17
00188_00001.ppm,92,87,8,7,83,80,17
00188_00002.ppm,111,106,9,9,101,96,17
00238_00000.ppm,83,87,7,7,76,80,17
00238_00001.ppm,96,103,8,9,88,93,17
00238_00002.ppm,67,72,6,6,61,65,17
00243_00000.ppm,81,80,7,7,73,72,17
00243_00001.ppm,80,85,7,7,72,77,17
00243_00002.ppm,83,71,7,6,75,65,17
00252_00000.ppm,73,75,6,6,66,69,17
00252_00001.ppm,94,95,8,8,85,86,17
00252_00002.ppm,111,118,9,10,101,108,17
00253_00000.ppm,96,99,8,8,87,91,17
00253_00001.ppm,123,134,10,11,112,123,17
00253_00002.ppm,68,70,6,6,61,64,17
00260_00000.ppm,123,85,10,7,112,77,17
00260_00001.ppm,122,93,10,8,112,84,17
00260_00002.ppm,61,71,5,6,55,64,17
00268_00000.ppm,88,96,7,8,81,87,17
00268_00001.ppm,122,124,10,10,111,114,17
00268_00002.ppm,238,130,20,11,217,118,17
00294_00000.ppm,109,117,9,10,99,106,17
00294_00001.ppm,91,98,8,8,82,89,17
00294_00002.ppm,145,156,12,13,133,142,17
00298_00000.ppm,73,74,6,6,67,67,17
00298_00001.ppm,123,124,10,10,112,113,17
00298_00002.ppm,91,94,8,8,82,85,17
00319_00000.ppm,98,95,8,8,89,87,17
00319_00001.ppm,142,154,12,13,130,141,17
00319_00002.ppm,111,119,9,10,101,108,17
00324_00000.ppm,112,118,9,10,102,108,17
00324_00001.ppm,139,140,12,12,126,128,17
00324_00002.ppm,177,179,15,15,162,164,17
00371_00000.ppm,124,128,10,11,114,116,17
00371_00001.ppm,61,63,5,5,55,58,17
00371_00002.ppm,43,46,5,5,38,41,17
00550_00000.ppm,190,112,16,9,174,103,17
00710_00000.ppm,189,202,16,17,172,184,17
00710_00001.ppm,169,182,14,15,155,166,17
00710_00002.ppm,158,169,13,14,144,154,17
00845_00000.ppm,58,58,5,5,53,53,17
00845_00001.ppm,60,58,5,5,54,52,17
00845_00002.ppm,60,58,5,5,54,52,17
00910_00000.ppm,84,94,7,8,76,85,17
00910_00001.ppm,76,80,6,7,69,73,17
00910_00002.ppm,81,84,7,7,73,76,17
01195_00000_17.ppm,117,131,10,11,106,119,17
01195_00001_17.ppm,108,120,9,10,99,110,17
01195_00002_17.ppm,98,111,8,9,90,102,17
01199_00000.ppm,58,54,5,5,53,49,17
01199_00001.ppm,53,53,5,5,48,47,17
01199_00002.ppm,54,55,5,5,48,50,17
01210_00000.ppm,180,58,15,5,164,53,17
01210_00001.ppm,175,111,15,9,160,101,17
01210_00002.ppm,181,88,15,7,166,81,17
01221_00000.ppm,38,39,5,5,33,33,17
01221_00001.ppm,39,39,5,5,33,33,17
01221_00002.ppm,39,38,5,5,34,32,17
01724_00000.ppm,122,124,10,10,111,114,17
01724_00001.ppm,201,139,17,12,183,126,17
01724_00002.ppm,81,80,7,7,74,72,17
00008_00000.ppm,40,41,5,5,35,36,18
00008_00001.ppm,96,98,8,8,88,89,18
00008_00002.ppm,50,54,5,5,45,49,18
00009_00000.ppm,40,43,5,5,35,38,18
00009_00001.ppm,60,63,5,5,54,58,18
00009_00002.ppm,151,160,13,13,137,146,18
00024_00000.ppm,118,130,10,11,108,118,18
00024_00001.ppm,159,178,13,15,145,162,18
00024_00002.ppm,309,206,26,17,282,188,18
00027_00000.ppm,98,104,8,9,89,95,18
00027_00001.ppm,130,136,11,11,118,125,18
00027_00002.ppm,236,96,20,8,215,87,18
00078_00000.ppm,110,129,9,11,101,118,18
00078_00001.ppm,145,175,12,15,132,160,18
00078_00002.ppm,314,199,26,17,287,181,18
00139_00000.ppm,166,181,14,15,151,166,18
00139_00001.ppm,73,79,6,7,67,72,18
00139_00002.ppm,47,48,5,5,42,43,18
00195_00000.ppm,111,119,9,10,101,108,18
00195_00001.ppm,93,98,8,8,85,89,18
00195_00002.ppm,75,83,6,7,69,76,18
00201_00000.ppm,104,112,9,9,95,103,18
00201_00001.ppm,123,136,10,11,113,124,18
00201_00002.ppm,200,211,17,18,183,192,18
00365_00000.ppm,180,94,15,8,164,86,18
00365_00001.ppm,178,110,15,9,162,101,18
00365_00002.ppm,179,120,15,10,163,109,18
00394_00000.ppm,151,156,13,13,138,143,18
00394_00001.ppm,154,132,13,11,140,121,18
00394_00002.ppm,153,144,13,12,140,131,18
00401_00000.ppm,151,159,13,13,138,145,18
00401_00001.ppm,80,86,7,7,73,78,18
00401_00002.ppm,56,60,5,5,50,54,18
00429_00000.ppm,118,109,10,9,108,99,18
00429_00001.ppm,84,82,7,7,77,75,18
00429_00002.ppm,64,64,5,5,59,59,18
00454_00000.ppm,64,72,5,6,58,66,18
00454_00001.ppm,103,115,9,10,94,104,18
00454_00002.ppm,231,241,19,20,211,221,18
00567_00000.ppm,215,203,18,17,196,186,18
00567_00001.ppm,107,105,9,9,98,96,18
00567_00002.ppm,71,71,6,6,65,65,18
00573_00000.ppm,79,88,7,7,72,81,18
00573_00001.ppm,57,61,5,5,52,56,18
00573_00002.ppm,176,194,15,16,161,178,18
00737_00000.ppm,178,98,15,8,162,89,18
00737_00001.ppm,177,74,15,6,161,67,18
00737_00002.ppm,178,124,15,10,162,113,18
00757_00000.ppm,75,84,6,7,68,76,18
00757_00001.ppm,80,84,7,7,73,77,18
00757_00002.ppm,72,82,6,7,66,74,18
01075_00000.ppm,97,107,8,9,88,97,18
01075_00001.ppm,81,87,7,7,74,80,18
01075_00002.ppm,92,99,8,8,83,91,18
01076_00000.ppm,103,105,9,9,93,95,18
01076_00001.ppm,91,96,8,8,83,87,18
01076_00002.ppm,82,84,7,7,75,76,18
01083_00000.ppm,144,155,12,13,132,142,18
01083_00001.ppm,133,144,11,12,121,132,18
01083_00002.ppm,127,134,11,11,115,123,18
01085_00000.ppm,96,99,8,8,87,90,18
01085_00001.ppm,80,83,7,7,72,75,18
01085_00002.ppm,85,93,7,8,78,85,18
01086_00000.ppm,75,79,6,7,68,72,18
01086_00001.ppm,70,71,6,6,64,64,18
01086_00002.ppm,85,86,7,7,77,78,18
01087_00000.ppm,109,122,9,10,100,112,18
01087_00001.ppm,117,132,10,11,106,120,18
01087_00002.ppm,123,140,10,12,112,128,18
01121_00000.ppm,82,93,7,8,74,84,18
01121_00001.ppm,94,106,8,9,85,96,18
01121_00002.ppm,86,98,7,8,78,90,18
01640_00000.ppm,85,98,7,8,78,89,18
01640_00001.ppm,73,81,6,7,67,74,18
01640_00002.ppm,177,95,15,8,161,87,18
01943_00000.ppm,85,88,7,7,77,80,18
01943_00001.ppm,116,121,10,10,106,111,18
01943_00002.ppm,202,116,17,10,184,106,18
01947_00000.ppm,93,107,8,9,84,97,18
01947_00001.ppm,168,200,14,17,153,183,18
01947_00002.ppm,319,216,27,18,291,198,18
00006_00000.ppm,56,61,5,5,50,55,19
00006_00001.ppm,81,95,7,8,73,86,19
00006_00002.ppm,160,192,13,16,146,176,19
00015_00000.ppm,75,84,6,7,68,77,19
00015_00001.ppm,95,109,8,9,87,99,19
00015_00002.ppm,120,134,10,11,110,123,19
00056_00000.ppm,69,84,6,7,63,77,19
00056_00001.ppm,63,74,5,6,58,67,19
00056_00002.ppm,184,118,15,10,169,107,19
00058_00000.ppm,95,99,8,8,87,91,19
00058_00001.ppm,156,160,13,13,143,146,19
00058_00002.ppm,117,122,10,10,107,111,19
00066_00000.ppm,69,75,6,6,62,68,19
00066_00001.ppm,107,124,9,10,98,114,19
00066_00002.ppm,87,97,7,8,79,89,19
00072_00000.ppm,129,131,11,11,118,120,19
00072_00001.ppm,100,105,8,9,92,96,19
00095_00000.ppm,322,192,27,16,295,175,19
00095_00001.ppm,86,98,7,8,78,90,19
00095_00002.ppm,104,121,9,10,94,110,19
00096_00000.ppm,55,63,5,5,50,58,19
00096_00001.ppm,59,70,5,6,53,63,19
00096_00002.ppm,52,58,5,5,46,52,19
00114_00000.ppm,86,95,7,8,79,86,19
00114_00001.ppm,119,132,10,11,109,121,19
00114_00002.ppm,159,176,13,15,145,161,19
00126_00000.ppm,70,70,6,6,64,64,19
00126_00001.ppm,68,52,6,5,61,47,19
00126_00002.ppm,68,42,6,5,61,36,19
00133_00000.ppm,91,100,8,8,83,92,19
00133_00001.ppm,154,181,13,15,141,166,19
00133_00002.ppm,61,68,5,6,55,61,19
00146_00000.ppm,159,183,13,15,146,167,19
00146_00001.ppm,80,87,7,7,72,80,19
00146_00002.ppm,54,58,5,5,48,53,19
00149_00000.ppm,56,61,5,5,50,56,19
00149_00001.ppm,172,194,14,16,158,177,19
00149_00002.ppm,85,95,7,8,77,86,19
00170_00000.ppm,175,206,15,17,159,188,19
00170_00001.ppm,96,108,8,9,87,98,19
00170_00002.ppm,57,63,5,5,51,58,19
00459_00000.ppm,256,296,21,25,235,271,19
00459_00001.ppm,93,104,8,9,84,95,19
00459_00002.ppm,62,70,5,6,56,63,19
00610_00000.ppm,40,48,5,5,35,42,19
00610_00001.ppm,41,48,5,5,35,43,19
00610_00002.ppm,40,45,5,5,35,40,19
00729_00000.ppm,262,158,22,13,240,145,19
00729_00001.ppm,264,136,22,11,241,125,19
00729_00002.ppm,267,116,22,10,245,105,19
00805_00000.ppm,93,105,8,9,84,95,19
00805_00001.ppm,82,88,7,7,75,80,19
00805_00002.ppm,98,109,8,9,89,100,19
00811_00000.ppm,205,207,17,17,188,189,19
00811_00001.ppm,206,164,17,14,189,149,19
00811_00002.ppm,199,145,17,12,182,132,19
00816_00000.ppm,79,86,7,7,72,78,19
00816_00001.ppm,75,82,6,7,69,75,19
00816_00002.ppm,85,92,7,8,77,84,19
00816_00003.ppm,91,98,8,8,83,90,19
00841_00000.ppm,103,115,9,10,93,105,19
00841_00001.ppm,117,129,10,11,106,118,19
00841_00002.ppm,108,121,9,10,99,110,19
00854_00000.ppm,128,144,11,12,116,132,19
00854_00001.ppm,143,165,12,14,130,150,19
00854_00002.ppm,131,153,11,13,119,139,19
00860_00000.ppm,237,158,20,13,216,145,19
00860_00001.ppm,238,143,20,12,218,130,19
00860_00002.ppm,241,128,20,11,220,116,19
00916_00000.ppm,105,117,9,10,95,106,19
00916_00001.ppm,87,95,7,8,79,87,19
00916_00002.ppm,98,107,8,9,89,98,19
00918_00000.ppm,73,76,6,6,67,69,19
00918_00001.ppm,92,94,8,8,83,85,19
00918_00002.ppm,82,85,7,7,75,77,19
00923_00000.ppm,202,91,17,8,184,83,19
00923_00001.ppm,199,159,17,13,182,146,19
00923_00002.ppm,203,129,17,11,185,117,19
00934_00000.ppm,199,92,17,8,181,84,19
00934_00001.ppm,203,130,17,11,185,118,19
00934_00002.ppm,208,99,17,8,190,91,19
00942_00000.ppm,83,96,7,8,75,88,19
00942_00001.ppm,92,111,8,9,84,102,19
00960_00000.ppm,107,119,9,10,98,108,19
00960_00001.ppm,116,129,10,11,106,117,19
00960_00002.ppm,122,141,10,12,112,128,19
00963_00000.ppm,98,110,8,9,90,101,19
00963_00001.ppm,85,94,7,8,77,85,19
00963_00002.ppm,93,104,8,9,85,95,19
00964_00000.ppm,71,73,6,6,64,66,19
00964_00001.ppm,63,68,5,6,57,62,19
00964_00002.ppm,86,91,7,8,78,82,19
00967_00000.ppm,481,172,40,14,441,157,19
00967_00001.ppm,491,204,41,17,449,186,19
00967_00002.ppm,493,100,41,8,452,91,19
00970_00000.ppm,131,119,11,10,120,108,19
00970_00001.ppm,134,109,11,9,123,100,19
00970_00002.ppm,136,63,11,5,125,58,19
00980_00000.ppm,116,122,10,10,106,111,19
00980_00001.ppm,130,139,11,12,119,126,19
00980_00002.ppm,68,73,6,6,62,66,19
00981_00000.ppm,47,52,5,5,42,46,19
00981_00001.ppm,48,54,5,5,43,49,19
00981_00002.ppm,47,53,5,5,41,47,19
00982_00000.ppm,82,87,7,7,74,80,19
00982_00001.ppm,103,118,9,10,93,108,19
00982_00002.ppm,88,97,7,8,80,89,19
00983_00000.ppm,55,59,5,5,49,54,19
00983_00001.ppm,50,57,5,5,45,51,19
00983_00002.ppm,59,71,5,6,54,64,19
01001_00000.ppm,154,164,13,14,140,150,19
01001_00001.ppm,121,128,10,11,110,117,19
01001_00002.ppm,141,146,12,12,129,133,19
01010_00000.ppm,79,93,7,8,72,85,19
01010_00001.ppm,83,97,7,8,76,88,19
01010_00002.ppm,75,86,6,7,68,78,19
01038_00000.ppm,62,69,5,6,57,63,19
01038_00001.ppm,69,74,6,6,63,68,19
01038_00002.ppm,64,69,5,6,58,62,19
01039_00000.ppm,147,146,12,12,134,133,19
01039_00001.ppm,111,116,9,10,102,105,19
01039_00002.ppm,128,128,11,11,117,116,19
01101_00000.ppm,63,69,5,6,58,62,19
01101_00001.ppm,70,75,6,6,63,68,19
01101_00002.ppm,79,82,7,7,71,74,19
01106_00000.ppm,95,98,8,8,86,90,19
01106_00001.ppm,85,88,7,7,77,80,19
01106_00002.ppm,108,112,9,9,99,102,19
01131_00000.ppm,203,124,17,10,186,114,19
01131_00001.ppm,199,104,17,9,182,94,19
01131_00002.ppm,199,84,17,7,182,77,19
01190_00000.ppm,120,120,10,10,109,109,19
01190_00001.ppm,132,128,11,11,121,116,19
01190_00002.ppm,108,107,9,9,98,97,19
01203_00000.ppm,85,94,7,8,78,86,19
01203_00001.ppm,95,108,8,9,87,98,19
01203_00002.ppm,109,123,9,10,100,112,19
01204_00000.ppm,61,68,5,6,56,61,19
01204_00001.ppm,63,72,5,6,57,65,19
01204_00002.ppm,63,70,5,6,58,64,19
01205_00000.ppm,103,116,9,10,93,106,19
01205_00001.ppm,81,93,7,8,73,84,19
01205_00002.ppm,92,100,8,8,84,92,19
01207_00000.ppm,75,100,6,8,68,91,19
01207_00001.ppm,79,103,7,9,71,93,19
01207_00002.ppm,79,100,7,8,72,92,19
01209_00000.ppm,142,163,12,14,129,149,19
01209_00001.ppm,124,142,10,12,114,130,19
01209_00002.ppm,97,107,8,9,89,98,19
01212_00000.ppm,75,79,6,7,69,72,19
01212_00001.ppm,70,75,6,6,63,68,19
01212_00002.ppm,83,85,7,7,75,77,19
01214_00000.ppm,43,35,5,5,38,30,19
01214_00001.ppm,45,35,5,5,40,29,19
01214_00002.ppm,45,34,5,5,40,29,19
01222_00000.ppm,32,28,5,5,26,22,19
01222_00001.ppm,32,28,5,5,26,22,19
01222_00002.ppm,34,29,5,5,28,23,19
01227_00000.ppm,31,36,5,5,26,30,19
01227_00001.ppm,34,34,5,5,29,29,19
01227_00002.ppm,34,35,5,5,29,29,19
01229_00000.ppm,165,55,14,5,151,49,19
01229_00001.ppm,159,60,13,5,146,54,19
01229_00002.ppm,160,67,13,6,147,60,19
01311_00000.ppm,88,98,7,8,80,89,19
01311_00001.ppm,76,84,6,7,70,77,19
01311_00002.ppm,68,73,6,6,61,67,19
01317_00000.ppm,96,98,8,8,87,89,19
01317_00001.ppm,83,87,7,7,76,79,19
01317_00002.ppm,110,115,9,10,100,105,19
01344_00000.ppm,88,93,7,8,80,84,19
01344_00001.ppm,80,79,7,7,72,71,19
01344_00002.ppm,100,111,8,9,91,101,19
01349_00000.ppm,67,72,6,6,60,66,19
01349_00001.ppm,81,83,7,7,74,76,19
01349_00002.ppm,91,96,8,8,82,88,19
01355_00000.ppm,91,97,8,8,82,89,19
01355_00001.ppm,112,122,9,10,103,111,19
01355_00002.ppm,76,83,6,7,69,76,19
01368_00000.ppm,100,109,8,9,91,100,19
01368_00001.ppm,85,95,7,8,78,87,19
01368_00002.ppm,124,133,10,11,113,121,19
01377_00000.ppm,105,92,9,8,95,84,19
01377_00001.ppm,120,100,10,8,109,91,19
01459_00000.ppm,86,97,7,8,78,88,19
01459_00001.ppm,74,81,6,7,67,74,19
01513_00000.ppm,156,187,13,16,142,170,19
01513_00001.ppm,98,118,8,10,90,107,19
01513_00002.ppm,84,99,7,8,77,90,19
01571_00000.ppm,195,230,16,19,178,211,19
01571_00001.ppm,151,169,13,14,137,154,19
01571_00002.ppm,109,122,9,10,100,112,19
01579_00000.ppm,136,154,11,13,125,141,19
01579_00001.ppm,177,201,15,17,162,183,19
01579_00002.ppm,111,130,9,11,101,118,19
01604_00000.ppm,108,73,9,6,98,66,19
01604_00001.ppm,111,86,9,7,101,79,19
01604_00002.ppm,73,83,6,7,66,76,19
01720_00000.ppm,135,158,11,13,124,144,19
01720_00001.ppm,109,123,9,10,100,112,19
01720_00002.ppm,87,95,7,8,79,87,19
01749_00000.ppm,177,191,15,16,161,175,19
01749_00001.ppm,175,155,15,13,159,142,19
01749_00002.ppm,169,118,14,10,155,107,19
01829_00000.ppm,236,260,20,22,215,237,19
01829_00001.ppm,131,133,11,11,119,122,19
01829_00002.ppm,96,93,8,8,87,85,19
01874_00000.ppm,268,141,22,12,246,129,19
01874_00001.ppm,116,130,10,11,106,118,19
01874_00002.ppm,97,106,8,9,88,97,19
01876_00000.ppm,72,79,6,7,66,71,19
01876_00001.ppm,107,63,9,5,98,58,19
01876_00002.ppm,107,95,9,8,97,86,19
01891_00000.ppm,271,315,23,26,247,289,19
01891_00001.ppm,273,200,23,17,250,183,19
01891_00002.ppm,130,136,11,11,118,125,19
01895_00000.ppm,79,83,7,7,72,76,19
01895_00001.ppm,99,112,8,9,90,102,19
01895_00002.ppm,203,108,17,9,186,98,19
01906_00000.ppm,155,187,13,16,142,171,19
01906_00001.ppm,108,123,9,10,99,112,19
01906_00002.ppm,74,85,6,7,67,77,19
01928_00000.ppm,190,219,16,18,173,201,19
01928_00001.ppm,118,132,10,11,107,121,19
01928_00002.ppm,82,93,7,8,74,84,19
01936_00000.ppm,85,93,7,8,77,85,19
01936_00001.ppm,68,74,6,6,61,67,19
01936_00002.ppm,110,127,9,11,101,116,19
01962_00000.ppm,83,86,7,7,75,78,19
01962_00001.ppm,98,107,8,9,90,97,19
01962_00002.ppm,127,132,11,11,115,121,19
00230_00000_20.ppm,108,107,9,9,98,97,20
00230_00001_20.ppm,91,87,8,7,83,79,20
00230_00002_20.ppm,141,132,12,11,128,121,20
00231_00000.ppm,109,109,9,9,99,100,20
00231_00001.ppm,123,124,10,10,113,113,20
00231_00002.ppm,334,171,28,14,306,157,20
00332_00000_20.ppm,157,148,13,12,144,136,20
00332_00001_20.ppm,146,139,12,12,134,127,20
00332_00002_20.ppm,116,110,10,9,106,100,20
01594_00000.ppm,178,171,15,14,163,156,20
01594_00001.ppm,115,111,10,9,105,102,20
01594_00002.ppm,86,85,7,7,79,78,20
01755_00000.ppm,123,123,10,10,113,112,20
01755_00001.ppm,175,175,15,15,159,160,20
01755_00002.ppm,284,287,24,24,260,263,20
01834_00000.ppm,332,326,28,27,303,299,20
01834_00001.ppm,178,177,15,15,162,162,20
01834_00002.ppm,103,106,9,9,94,96,20
01836_00000.ppm,408,421,34,35,374,385,20
01836_00001.ppm,193,188,16,16,177,171,20
01836_00002.ppm,131,124,11,10,120,114,20
01855_00000.ppm,338,344,28,29,310,315,20
01855_00001.ppm,164,160,14,13,150,146,20
01855_00002.ppm,104,99,9,8,94,91,20
01859_00000.ppm,316,322,26,27,289,294,20
01859_00001.ppm,179,177,15,15,164,161,20
01859_00002.ppm,108,107,9,9,99,97,20
01865_00000.ppm,396,383,33,32,362,351,20
01865_00001.ppm,176,172,15,14,161,157,20
01865_00002.ppm,123,124,10,10,113,113,20
01900_00000.ppm,187,188,16,16,170,171,20
01900_00001.ppm,123,122,10,10,112,111,20
01900_00002.ppm,87,86,7,7,79,79,20
01925_00000_20.ppm,158,154,13,13,144,141,20
01925_00001_20.ppm,250,249,21,21,229,228,20
01925_00002.ppm,112,110,9,9,102,101,20
01968_00000.ppm,117,118,10,10,106,107,20
01968_00001.ppm,170,169,14,14,156,155,20
01968_00002.ppm,309,307,26,26,282,281,20
01970_00000.ppm,130,117,11,10,118,107,20
01970_00001.ppm,328,335,27,28,301,307,20
01970_00002.ppm,184,172,15,14,169,158,20
00375_00000.ppm,244,252,20,21,223,230,21
00375_00001.ppm,244,247,20,21,224,226,21
00375_00002.ppm,248,211,21,18,227,193,21
00478_00000.ppm,153,136,13,11,139,124,21
00478_00001.ppm,118,107,10,9,108,97,21
00478_00002.ppm,94,85,8,7,86,77,21
00546_00000.ppm,132,128,11,11,121,117,21
00546_00001.ppm,136,107,11,9,124,97,21
00546_00002.ppm,135,118,11,10,124,108,21
00554_00000.ppm,218,230,18,19,200,210,21
00554_00001.ppm,217,223,18,19,199,203,21
00554_00002.ppm,219,217,18,18,201,198,21
00684_00000.ppm,86,91,7,8,79,82,21
00684_00001.ppm,79,75,7,6,71,69,21
00684_00002.ppm,82,83,7,7,74,75,21
00685_00000.ppm,128,122,11,10,116,112,21
00685_00001.ppm,148,143,12,12,136,130,21
00685_00002.ppm,98,93,8,8,89,84,21
00715_00000.ppm,140,135,12,11,128,124,21
00715_00001.ppm,106,98,9,8,96,90,21
00715_00002.ppm,93,86,8,7,85,78,21
00715_00003.ppm,98,93,8,8,90,84,21
01162_00000.ppm,386,230,32,19,354,210,21
01162_00001.ppm,388,232,32,19,355,212,21
01162_00002.ppm,394,224,33,19,360,204,21
01258_00000.ppm,37,20,5,5,31,14,21
01258_00001.ppm,37,21,5,5,31,16,21
01258_00002.ppm,38,20,5,5,33,15,21
01811_00000.ppm,226,220,19,18,206,201,21
01811_00001.ppm,292,290,24,24,267,266,21
01811_00002.ppm,577,301,48,25,529,275,21
01832_00000.ppm,91,55,8,5,83,49,21
01832_00001.ppm,92,71,8,6,83,64,21
01832_00002.ppm,93,92,8,8,85,83,21
01868_00000.ppm,371,164,31,14,339,150,21
01868_00001.ppm,171,163,14,14,157,149,21
01868_00002.ppm,98,94,8,8,89,86,21
01920_00000.ppm,86,84,7,7,78,77,21
01920_00001.ppm,107,105,9,9,98,96,21
01920_00002.ppm,143,136,12,11,131,124,21
01951_00000.ppm,179,181,15,15,163,166,21
01951_00001.ppm,123,123,10,10,112,112,21
01951_00002.ppm,96,95,8,8,88,86,21
00020_00000.ppm,84,75,7,6,76,68,22
00020_00001.ppm,86,92,7,8,78,83,22
00020_00002.ppm,83,82,7,7,75,75,22
00048_00000.ppm,154,130,13,11,141,119,22
00048_00001.ppm,156,155,13,13,142,141,22
00048_00002.ppm,154,147,13,12,141,134,22
00053_00000.ppm,158,136,13,11,144,125,22
00053_00001.ppm,160,159,13,13,147,145,22
00053_00002.ppm,159,160,13,13,146,147,22
00112_00000.ppm,70,71,6,6,63,65,22
00112_00001.ppm,79,71,7,6,71,65,22
00112_00002.ppm,74,72,6,6,67,65,22
00293_00000.ppm,179,176,15,15,163,160,22
00293_00001.ppm,179,167,15,14,164,153,22
00293_00002.ppm,182,177,15,15,166,162,22
00362_00000.ppm,154,145,13,12,140,133,22
00362_00001.ppm,159,159,13,13,145,146,22
00362_00002.ppm,157,154,13,13,143,141,22
00363_00000.ppm,154,153,13,13,140,139,22
00363_00001.ppm,148,144,12,12,136,132,22
00363_00002.ppm,153,152,13,13,139,138,22
00537_00000.ppm,74,50,6,5,67,44,22
00537_00001.ppm,63,44,5,5,58,38,22
00537_00002.ppm,57,39,5,5,51,34,22
00560_00000.ppm,203,217,17,18,185,199,22
00560_00001.ppm,212,226,18,19,194,207,22
00560_00002.ppm,203,206,17,17,186,189,22
00570_00000.ppm,63,63,5,5,58,57,22
00570_00001.ppm,61,60,5,5,56,55,22
00570_00002.ppm,60,59,5,5,54,53,22
00571_00000.ppm,60,57,5,5,54,52,22
00571_00001.ppm,60,58,5,5,54,52,22
00571_00002.ppm,60,58,5,5,54,53,22
00665_00000.ppm,94,75,8,6,85,69,22
00665_00001.ppm,94,75,8,6,86,69,22
00665_00002.ppm,94,74,8,6,85,67,22
00678_00000.ppm,187,166,16,14,171,151,22
00678_00001.ppm,180,163,15,14,164,149,22
00678_00002.ppm,202,172,17,14,184,157,22
00687_00000.ppm,118,94,10,8,108,86,22
00687_00001.ppm,117,94,10,8,106,85,22
00687_00002.ppm,118,95,10,8,107,86,22
00697_00000.ppm,39,35,5,5,33,29,22
00697_00001.ppm,40,35,5,5,34,30,22
00697_00002.ppm,39,35,5,5,33,30,22
00702_00000.ppm,109,105,9,9,100,95,22
00702_00001.ppm,111,105,9,9,101,95,22
00702_00002.ppm,109,107,9,9,99,98,22
00713_00000.ppm,287,119,24,10,263,109,22
00713_00001.ppm,287,154,24,13,263,141,22
00713_00002.ppm,283,92,24,8,259,83,22
00713_00003.ppm,266,69,22,6,244,62,22
00717_00000.ppm,254,242,21,20,233,222,22
00717_00001.ppm,475,309,40,26,435,283,22
00717_00002.ppm,432,133,36,11,395,122,22
00725_00000.ppm,163,156,14,13,148,143,22
00725_00001.ppm,188,182,16,15,171,167,22
00725_00002.ppm,231,215,19,18,211,197,22
00727_00000.ppm,74,75,6,6,68,69,22
00727_00001.ppm,74,75,6,6,67,69,22
00727_00002.ppm,76,76,6,6,70,70,22
00840_00000.ppm,148,151,12,13,135,138,22
00840_00001.ppm,133,164,11,14,121,149,22
00840_00002.ppm,110,170,9,14,100,156,22
00843_00000.ppm,444,250,37,21,406,229,22
00843_00001.ppm,443,199,37,17,405,182,22
00843_00002.ppm,455,226,38,19,416,207,22
00878_00000.ppm,109,104,9,9,100,94,22
00878_00001.ppm,129,116,11,10,118,106,22
00878_00002.ppm,151,133,13,11,137,121,22
00882_00000.ppm,105,92,9,8,95,83,22
00882_00001.ppm,106,99,9,8,96,91,22
00882_00002.ppm,106,96,9,8,96,88,22
00883_00000.ppm,120,91,10,8,110,83,22
00883_00001.ppm,152,109,13,9,139,100,22
00883_00002.ppm,132,97,11,8,120,88,22
00888_00000.ppm,144,133,12,11,132,121,22
00888_00001.ppm,211,188,18,16,192,171,22
00888_00002.ppm,171,157,14,13,157,143,22
00891_00000.ppm,156,155,13,13,142,142,22
00891_00001.ppm,160,158,13,13,146,145,22
00891_00002.ppm,158,157,13,13,145,143,22
00892_00000.ppm,304,140,25,12,278,127,22
00892_00001.ppm,304,104,25,9,278,95,22
00892_00002.ppm,309,176,26,15,282,160,22
00895_00000.ppm,122,122,10,10,112,111,22
00895_00001.ppm,129,127,11,11,118,115,22
